text,label
"У тебя ведь есть предположение, что из одной выборки выдернуты наблюдения. Значит трейн должен быть репрезентативен тесту",1
"Да, но когда говорят, что у девушек ""меньше шансов в IT"" или ""меньше склонность к техническим профессиям"" - это тот самый стереотип.",1
"Народ загоняют всеми силами в безнал, а он и рад",0
Значит для меня вопрос хранения в оперативной памяти с данными технологиями еще открытый,0
"Мб там ещё какие поля нужы, + рефер и прочее",0
что за его. там не было! со мной говорил!,1
"Чел только одну, которая скорее по информатике, ни одну где задания только на прогу нельзя",0
"а set() от чего именно? выхлоп должен быть вот такой ['000','111','001','010','100','011','101','110']",0
"Просто я на самом деле не первый раз слышу примерно такое мнение и время от времени сталкиваюсь (на уровне подключить/исправить пути, т.е. какие-то самые примитивные вещи), и как-то не впечатляет в сравнении питоном.\nНо основы это да, я так понимаю даже работая на бэкэнде без этого никак.",0
"200 топам, среди остальных по 1 на 50 человек разыграют",1
Можно заранее 🤔 когда остался 1-2 товара на полке,1
"а ты сам сообщения пишешь? такое ощущения, что иногда за тебя отвечает бот.",1
а данные вы сами готовили или мин.здрав РК дал такие?,1
а я вот поудалял со смарта яндекс карты и гугл карты. 2гиса хватает,1
"ну, понятно, что не до 80, но какой-то прирост всё равно же будет",1
"в целом это наркомания, конечно, но если взлетит, то может быть определяющим. ну а так да, понять в чем отличие и сгладить его или отказом от топовых фич, либо какой-то их обработкой.",1
"хочешь сказать, что сегодняшних мощностей ферм хватит для поддержания работы битка в будущем?",1
"и да и нет, возьми gettext, если низкоуровневое апи хочешь к переводам",0
"Если что я за гендерное равенство, настолько насколько это возможно.",1
"Может быть, но доклад на 5-10 мин и перечисление речетативом смотрелось бы так себе",1
"Правила пожарной безопасности и внутреннего распорядка, которые в уставе линкуются",1
Тебе нужно кинуть intent на action=view и нужным урлом,0
"Не понимаю!=бесполезно. Декораторы так реализуются, а это мощный инструмент",0
"потому что это самое базовое решение и обычно слабее других, а так да, либо через связь с другую колонками\n1. руками\n2. регрессией\n3. соседями\n4. лесом",1
"Как делить выигрыш, если что, будете? Как определите, чьи номера сыграют?)",1
"Ну а что может быть ещё, если компьютер перестал реагировать?\nЖдать или выключить.",1
"ну вот, следить каждый день. То есть вручную загружать в модель сегодняшние данные / данные которые уже известны за какой-то срок и проверять?",1
Это как? Типо бутсреп по фичам для свм - не вижу смысла в этом,1
"я имею в виду, что, получив такой скор вместе с огромным гэпом между локал валидация/паблик, я делаю вывод, что паблик взял в себя выбросы теста; трейн и тест имеют похожие признаковые пространства, и модель буду выбирать по локалу исключительно.",1
"В топовых вузах денег много. \nВ вышке только так фильтруют студентов. Если кто микру у Фридман сдавал, знает о чём говорю)",1
"print(""Переведите: {num1}, {num2}"".format(num1 = input(""num1: ""), num2 = input(""num2: "")))",0
"ну почему, линрег определяет ось от нулей к единицам, а логит строит перпендикуляр к этой оси",1
Однажды мой ноут на 10ке обновлялся 16 часов. Убунта обновляется за несколько минут без ребута),0
"выручите еще раз плз, поставил nodemon (запарило сервер перезапускать), тоже самое началось, что не видит модули из импортов",0
"Ну если не рандомно, значит можешь, наверное, востановить как?) Ну или как минимум с вероятностью больше 50% для каждой записи угадать в каком она сете",1
Фраза сконфигурировать nginx несет такую же пользу как и ответ на вопрос как мне сделать что-то на python? - написать код,0
ты в одс есть? там много такого.. ну и в реале после 5го буткампа вообще эпично было,1
Результатов ждать уж очень там долго из-за валидации на данных будущего,1
"Есть такая фишка в бустингах, что иногда даже при 100% точности на трейне стоит продолжать обучение (скор на тесте будет расти)\nТак что ответ - может да, а может нет. В целом проверить несложно, построив график от количества деревьев",1
"ну вот и пример для смещённой оценки, который кажется даже разумным)",1
"ты добавляешь в список тройку, это очень много итераций надо сделать, чтобы забить память таким образом",0
Я подобное чувство испытывал после вин. Покраска Сата вернула мне веру : D,1
"резульат одинаково вменяем и там, и там. Можно вообще ботл взять. Те же вилы, вид сбоку",0
"вот отличный код: df_bs_avg_kpi['T_DATE'] = df_bs_avg_kpi['T_DATE'].apply(lambda x: datetime.date(int('2002'), int(str(x)[3:]), int(str(x)[:2])))",1
"ну пусть я и нуб, но какая-то у меня уверенность есть что 5 входов с цифрами 0 или 1  будут лучше работать чем один вход с масштабированием от 0 до 31",0
Открываешь документацию по модулю collections и читаешь её. Там не так уж много.,0
"да, было время. гонял между btce и mtgox. И где они теперь?)",1
"Эээ, я сказал про свой внутренний мир (он бохатый!). Но вообще вполне очевидно, что внешность > всего остального. Вроде идет 2к17, а кто-то до этого не дошёл :(",1
так это ж ты написала!\nвсем депутатам будет можно домогаться,1
Ну за год я получила опыт работы на фрилансе и прошла фигову кучу курсов по программированию и мл.,1
"Простите, по сравнению с чем?) С убогой плиткой на Винде?",1
"Ага, узнали, например, что пульс определен на интервале от -120 до 14200",1
Выполняется - на данных или если предсказывать трейн после обучения?,1
бро ты меня пугаешь фигурными скобами я не давно от java отошел что ты написал?,0
"для такого малого числа участников вполне может быть и 1, более того я уверен что лик здесь есть, и я даже рядом хожу, но никак",1
да как всегда стек всего что под руку попадется,1
раньше на видне его нужно было собирать из исходников. было весело.,1
Что этот мем с собакой означает то? Я чото не вдупляю,1
"«Если выбранная регрессионная модель хорошо описывает истинную зависимость, то остатки должны быть независимыми нормально распределенными случайными величинами с нулевым средним, и в их значениях должен отсутствовать тренд.»\n\nНа глаз остатки имеют нормальное распределение, а значит, можно верить выводам линейной модели (если она линейная).",1
а ты уже определил в чем дело? какая зависимость сломана?,0
")))\nНу да, лучше вариант запустить map, это обойтись без map))",0
"Судя по документации, sympy умеет решать только полиномиальные уравнения с простенькими вкраплениями трансцендентных функций - https://docs.sympy.org/latest/modules/solvers/solvers.html",0
"и это было бы не плохо, если бы они не округяли его до 10000",1
"Почему бы и нет? Если это что-то простое, типа sqlite. Надо рассматривать это как практику работы с БД",0
у меня так как ждый раз \nперед тем как отправить сабмит хуже предыдущего,1
"из мультличности:\n\nТина Канделаки: - ты хоть значешь что такое - сарказм?\nВолочкова: - конечно знаю, я его испытываю",1
"на людей массой > 300кг они, наверное, сильно действуют))",1
У меня есть два списка и мне надо одновременно по ним пройтись чтобы сравнить их значения,0
важно несколько аспектов. Как эта фича влияет на лидерборд и как на трейн,1
"к сожалению, уровень дискуссий в основном такой, что можно только ими и общаться",1
"аааа так ты на отступы еще ориентируешься.....\nУ меня была такая мысль, но я подумал это бред.....\nа если не так.....не та табуляция будет?",0
"Это само собой. Трудно в чём-то разбираться, совсем этого не дрочив.",0
"ояебу. что значит либа? это делается простой регуляркой, если известен формат флоата.",0
Да я вообще только разбираюсь что к чему) на макбуке я считаю),1
"В DS Chat дважды на моей памяти приходил человек с вопросом про внешнюю GPU, и насколько я помню, там оба раза жаловались на маки)",1
? сегодня услышал kmean от гуманитария на работе. анонс будет минимум за неделю непонятно?,1
"Но если со связью всё было ок, даже в плохом настроении он не скажет, что она говно",1
"Запусти несколько процессов, которые пишут в один файл логов и посмотри как он прикольно ротируется",0
"может в этом причина что ""фу млбуткамп борьба за 4 знак""",1
"в этом – уже пятнадцать и представили заявок еще на шестьдесят. и я не знаю, с чего ты взял?",1
Хуя ты резкий. Тебя так в ПТУ базарить научили?,0
"Ой, таки не надо нам тут. Норм на html",0
Ты чего такой мрачный? В отпуске когда был последний раз?),1
"Ну я мебель решаю. Если в течение недели у меня энтузиазм не угаснет, то готов порешать в команде)",1
"Вообще, возможно стоит все таки разбить класс на несколько. Обычно большой констроктур только в классе бизнес логики, все остальное в него мелкими частями суется",0
"о, надо рекламу Билайна старую в эту сетку запихать",1
тогда понятно как у него на яве кода меньше получается,0
"Конечные автоматы, комбинаторика, теория графов, тер. вер, мат. стат, теория алгоритмов, ангем, линейка, численные методы. Обычно эту базу прогоняют в универе. Качество такого вдалбливания минимально. Но хотя остаточные знания потом помогут искать нужную информацию в правильном направлении. Где что пригодится зависит от типа ПО, который будешь делать. Может кроме алгоритмов и структур данных то и не понадобиться ничего, а может численные методы будут постоянно нужны, а может геометрические решатели делать придется и т.д. Все зависит от задач.",0
"В современном object Pascal есть тип procedure, им можно обозначить параметр функции или процедуры и передать куда то, где можно вызвать",0
"давай так:\nу тебя есть функция, которая принмиает сообщения от сервера, ты её запускаешь в другом потоке",0
"Я так поняла, но , в переводе смысл потерялся.",1
"Чтобы что-то взять с прода, надо работать на проде)",1
"точное название надо гуглить, но нужна команда  наподобие pip install telebot (или pip3, если третий питон)",0
"Так какой он, довольный или недовольный ? Логика в чем ?",1
"@RomanSteinberg \nДопустим, мы примем скорость Жени за 0. Тогда со стороны навстречу (скажем, голова Жени туда направлена) троллейбусы буду ехать со скоростью Х+5 км/ч. (быстрее, потому что раньше они ехали навстречу друг другу). А с догоняющей стороны: Х - 5 км/ч.\nО каком одном интервале d можно говорить, если он будет разным в этой новой системе координат?",1
"меня на аттестации спрашивали про ремонт ROC-кривых, если есть время, могу дать ссылку, можешь попробовать",1
теперь понятно мочему удаление weight < 35 уменьшают скор\nя думал таких людей не существует,1
"Предсказание нужно сделать для 5221 абонентов в том же порядке, что и в subs_csi_test.csv.",1
"почему я могу не писать кавычки в where statement, но в select обязан?",0
"Ищешь на hh вакансии с выполнением тестового задания, делаешь тестовое, кидаешь на проверку. Мне обычно приходила достаточно качественная обратная связь. Как минимум общий уровень тебе точно скажут.",0
"Не поверишь, отправлял несолько запрос в этом же скрипте все отлично, а с этим запара вышла, фиг знает в чем причина, уже дофига времени убил на это",0
"Так может это проблема программы? Что она первый семестр учит тому, что уже знают.",1
"Гит в комьюнити есть, фреймворки и так основную поддержку имеют",0
через перегрузку оператора создания. А тут отдельаня функция. ЯСненько,1
"Что принимает, что отдает, примечания, тип запроса, содержимое хедера",0
ну конкретно эта проблема выловится должна была на этапе CI/Lint,0
"а то есть ты не согласен, что описанный мною персонаж неразумно себя ведет?",0
"А если серьёзно, вот\nhttp://codeforces.com/blog/entry/13561?locale=ru#comment-184985\nГде-то ранее он писал почему, но я что-то не смог найти",1
Кому не даёт ро? Он по факту присоединения сразу дает,0
"Он почему-то возвращает 1 все время. Перефразирую вопрос, как сразу вытащить какой-то столбец из записанной строки?",0
"это в бизнесе, а в госах и прочих - наоборот",1
"Сейчас бывает такое, что во время выполнения большого запроса к базе софтина убивается пользователем. А при следующем запуске, софтина говорит ""Я уже вижу запись с таким ключом""",0
"Эх, зря я тогда ждве ночи отчет писал :)",1
"У меня тоже самое) Возникла идея, может неправильно ответы присылаю. Сейчас я присылаю вероятности принадлежности к любому из классов, а может надо только того что это единица?",1
"а вот возьми вместо MyRange MyLinkedList, когда у тебя все значения уже есть, надо просто по ним пройтись",0
"Так все, он же построен прямым? Тогда все легко",1
хм... интересно... типа хоть метки и неверные могут быть - это не сильно повредит?,1
другой код на 100500 символов - это отдельный разговор.,0
"я никем не ущемляем лол, у меня все збс ☺️",1
"а давай ты полное ТЗ уже напишешь, мне кажется ты или ужасно дырявую прогу делаешь или слишком много кода пишешь",0
"ну полную не нужно. Инвалидировать то тоже задачка не из простых, особенно если её меняют другие процессы. Кешировать нужно разумно.",0
"Ничем. Результаты одинаковын при одинаковых параметрах. Sklearn сделан для удобства использования с инструментами из sklearn. Например gridsesrchcv. В sklearn еще есть xgbregressor помимо xgnclassifier, т.е один исходный xgb распили на 2 класса в sklearn видимо по какому то параметру",1
Можно порты и на базы перенаправить. Смотря что за базы и как настроены,0
"Как вариант картинку прочитать побайтово, через base64 превратить в строку и хранить в отдельном py файле",0
"echo ""test... test... test..."" | perl -e '$??s:;s:s;;$?::s;;=]=>%-{<-|}<&|{;;y; -/:-@[-{-};`-{/"" -;;s;;$_;see'",0
О_о там же и название заголовка этого есть X-Powered-By,0
"Но у генераторов тоже есть атрибуты, которые можно менять и в которых можно хранить состояние",0
"если считать в лоб - то читаем входные данные как stream, один map и один reduce делаются в параллельном режиме",1
"Интересная ссылка, хоть и не по моему вопросу, почитал код - есть о чем погуглить :)",0
"уверен она хотела увидеть объявление циклов или что-то в этом духе, перепиши на Си",0
"ЧТОБЫ ВСЕ БЫЛО, НАХАЛЯВУ И ГЛАВНОЕ ПОБОЛЬШЕ ЧЕМ У СОСЕДА",1
"Не совсем так, будет локальная ссылка на одну и ту же переменную и если это список, то вполне допустимо с ним делать то, что можно делать со списком (добавлять значения, удалять). Вот если ты присвоешь этой переменной другой список, то да, в этом потоке потеряешь доступ к тому списку, который передал. Только работая с одним и тем же списком в потоках желательно использовать мьютексы (либо специальные очереди для потоков)",0
я думал что в бегиннерс запостил. А оказалось нет. Поэтому удалил,0
"Готовых фреймворков с моим набором требований нету. Перед тем, как встать на тёмный путь - поигрался тут со всем подряд. И уже тем более беда с асинхронщиной. Давеча вот убил много времени просто на поиск oauth2 сервера.",0
"мне кажется, смотрит контекст, думает, какое слово больше соответсвует, потом подбирает к нему пару, потом еще пару к новому итд. было бы интересно посмотреть диалог самого с собой через 3 месяца саморазвития? нет.",1
"смотрел в ютубе (Python Moscow вроде канал), на митапе был докладчик про реализацию ексезшника на питоне, по сути весь урок длился мин 40",0
А тебе гномиков можно будет написать или :NDA: ?,1
Трейн CV\n# 680 0.538390083756\nТест CV\n# 489 0.538225459217\nПаблик CV\n# 474 0.547908848277\nПриват CV\n# 453 0.535932020245,1
Вот так я и перешёл к вопросу о типе возврата фукнции...,0
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - -.,1
ну и перед тем как кодить попробуй собрать нормальный регэксп.https://regex101.com/,0
"Соколов говорил, что в сильно имбаланснутых выборках AUC ROC не очень хорошая метрика",1
"Согласно такой логике, и я могу быть чьим то вторым аккаунтом.",1
"блин \nпросто мне надо чтобы данные не потерялись при стопе, так бы заюзал обычную очередь",0
"def counter(source):\n\n    if not source:\n        return 1\n    elif int(source[:2]) in range(10,27):\n        return counter(source[1:])+counter(source[2:])\n    else:\n        return counter(source[1:])",0
ну я знаю что 4 лейна на видюху достаточно,1
Как мне кажется вероятно и скорее всего долг отдам завтра но это не точно,1
А. А зачем тебе имена колонок в кавычках? Тем более двойных?,0
"Ну так это же родители, а не ты сам. От тебя в этом случае ничего не зависит",1
"name mangling действительно используется чтобы избегать конфликтов имен, но нужен бывает раз в пятилетку и новичкам противопоказан.",0
ну э... а база какая? то есть если эти фичи выкинуть?,1
"Там 3 параметра надо подобрать правильно, чтобы скор начал рости)))",1
"Тебе дают знания, как ты их будешь применять - твой выбор",0
"ты описываешь категориями финансистов, а биток для простых смертных)",1
Автоинкремент есть. Но ничего не возвращается..\nА подробнее про генерацию UUID и вставку? Не понял идею,0
Обычно организаторы имеют весьма неплохой бейзлайн как раз.\nНа прошлом буткемпе вроде никто не пробил их скор.,1
"Вообще, попробуй так: посмотри три-четыре первых главы Лутца, чтоб врубиться в синтаксис, отточи на степ-бай-степ туториалах типа HeadFirst, а потом пиши проекты. Просто с проектами поддтянутся смежные штуки, которые важно понимать, а знание синтаксиса - малая часть всего, что стоит знать.",0
"просто вдруг ты волновался, что тебе другие данные подсунули, без привата",1
"Вчера на квиз ходил, был вопрос по этой картинке лол",1
"Смотря что понимать под сборкой? Если выгрузки из базы данных (хранилище, источники, api) из которых надо выдернуть? - Да. Если парсинг сайтов -Нет.",1
"я помню, что кто-то писал, что собачка была лучшей аватаркой!",1
тебе не лень каждый раз такой дф делать? или реальные данные?,1
"Это как раз то, чем бизнес занимается. Если посмотришь на линейку 1080ти, то там только внутри модели есть куча подмоделей. Чтобы каждый кошелёк нашёл себе по душе.",1
"Генератор - это такой синтаксический сахар в питоне, который позволяет проще создавать итераторы (итерируемые объекты). А от куда он берёт данные (хранит в памяти или генерит на лету) - это уже другой вопрос.",0
"Договорённость бывают разные, и если уговор изначально был что бы ты приходил скажем в 9 утра. То плохой признак такую договорённость нарушать. Если можно работать из дома в трусах, но на совещание договорились собраться где либо в 15.00 дня. То в всех случаях опаздывать плохо.",0
"У этого метода есть один недостаток - все элементы списка должны быть строкового типа. Есть альтернативный способ вывода списка без скобок и запятых:\nprint(*list, sep=' ')",0
"Это особого смысла не имеет в вашей ситуации, по-моему",1
1. Поменять первый слой\n2. Засунуть трехканальное с тремя одинаковыми каналами,1
Задача с секретом - уровень. Все остальное - выбросы :)),1
"Ну слушай, за три минуты смог найти только статью о рок аук. А вот разбор примера с Соколовым нет",1
"Зашквар из ника убери, тогда может быть кто-то откликнется)",0
"ну, то есть это у тебя и не логлосс вовсе?",1
"Ну я бы не сказал так. Он, конечно, правильный, но закодированный. Его придется раскодировать. А это тупая работа. JSON-то не имеет проблем с уникодом.",0
Почему ты не хочешь сделать просто\nsession = aiohttp.ClientSession()\n\nclass Foo:\n    async def get(self):\n        async with session as s:\n            ...,0
"Диалоговые окна абсолютно идентичны я бы сказал, а работают по разному, + использую в одном и том же классе",0
"Php именно для вебприложений. Питон поуниверсальней, а Go как раз по теме высоких нагрузок, в том числе для видео",0
"да понял я уже, но это не значит что нельзя потестить",0
"Может быть и наоборот так-то\nБез работы, например, я из Украины выезжал только в одну ""заграницу"" (и то - Россия 😂 )",1
а что не так? ты про это не мое?,1
"!!!! блин, у меня точно такие же мысли, но обычно рядом с зеркалом",1
"на АСМ есть такая примета: обычно команда, которая лучше всех решает пробный тур, потом проигрывает. Так и тут)",1
"третий случай, некорректный :), меньше половины в третьем знаке.\nи если хочешь так, то округлять нужно до третьего знака, а не до десятого в последней формуле",0
"у тебя тоже профиль мало-заполненный, смотрю ) начало спортивной карьеры или просто новый аккаунт?",1
"здесь, видишь, кого-то заинтересовало. думаешь на хабре меньше таких?",1
я всегда ограничиваю все лоадеры двумя бетчами и смотрю что весь скрипт проходит,1
"наверное надо дальше креативить... типа - запрет на невзятие ипотеки, хехе",1
"а как тогда он внутри нее изменяется, внешний именно?",0
"Это не рабочий скрипт, это я уже после чемпионата все пытался красиво оформить. Хотя возможно в этой ситуации input_dim игнорируется",1
"не знаю, я раньше пробовал устанавливать убунту, мне она показалась дико заторможенной, и сейчас вот сравнивая с маком аналогичная ситуация",0
Я вот читаю чат и мне стыдно за вас,1
"А про бомжей, думаю люди разные, бот нам для того и нужен, чтобы найти кому бомжа, а кому домохозяйку",1
ерунда у меня получилось пхду. Но логика такая - берешь делаешь цикл по годам. Притягиваешь произв календарь к датам. Смотришь какой год лучше,1
"Путин появился еще летом 98 года директором фсб. \n16 августа 99 стал премьер министром. Вся административная и не только машина работали на передачу власти ему, так что в оппозиционного кандидата за 4 месяца до выборов верить более чем наивно.",1
"когда я указывал то не работало, а Reauseport работает",0
"у нас уже просто каналы в телеграме пишут, без уточнения)",1
"а куда ты вложишь 2млрд бачей, чтоб по-быстрому навариться?",1
ну самый простой путь - указать путь до интерпретатора,0
"Как ни странно, много, у нас афишы практически на каждый день. Билеты раскуплены не на все, но на звёзд идут",0
"само собой, надо разобраться) то что скинул @contextmanager решило мою задачу",0
"ну если эта категория уверена, что их дети и внуки тоже неплохо устроятся - то да, с эгоистичной точки зрения - и при текущем положении дел хорошо",1
"а что он такое делает? есть смысл в том, что он нажимает?",1
"прям щас подбор гиперпараметров на ноуте (слабенький) и соты на azure, правда толку пока никакого, выше того что есть не получается",1
"в первый раз, когда его банили, он в Мск работал сисадмином, во второй - в Нью-Йорке грузчиком. Мне прям интересно, как он теперь)",1
я думаю еда все же подороже\nа в ресторациях тем боллее,1
"Нет, ничего. База на террабайт в экселе очень хороша)",0
Ну большая часть алгоритмов при получении датафрейма под капотом сделает .values,1
"Нет. В моем случае один начал тупо хамить второму. Модератор не отслеживает, кому кто начал хамить, ему насрать(ну этот как кто кого начал насиловать или пытаться убить) - обоих в тюрьму",0
Ну в любом туториале по туплам должно быть написано про частный случай тупла с одним элементом,0
"говорят, только мистер Марк имел связь с тремя кварками",1
Я могу сейчас попробовать если сами не решите что куда - отпишу,1
"как можно было такую ху*ню написать, олег совсем из ума выжил.",1
"а чо, Дуров мышей не ловит что такая фигня в телеге есть?",0
А как ты будешь считать нод? Или ты думаешь что хватит один раз отнять?,0
а если нет - умнеешь и думаешь как бы побольше заработать,1
"ну или стандартный вариант никуда не поехать и капать всем, что ты крутой специалит которого звали везде, но тебе что-то не понравился сорт чая в их офисе",1
есть что почитать на эту тему? пойду гуглить судорожно.,0
"что-то я очень сомневаюсь, что Яндекс такой АПИ к своему пирогу даст",1
Первый всегда может уйти в математическую специальность. Второй - в девелопмент.,1
"Вот тут говорит - https://www.python.org/dev/peps/pep-0008/#other-recommendations. Кстати, я раньше не обращал внимание, что рекомендуется запись x = x*2 - 1",0
"Да, я пропустил про стержни, но не жалею.\nОно останется у меня в памяти даже несмотря на то, что я его не читал",1
да там тоже что-нибудь найдут... соль проверенная временм хотя бы,1
"Да не надо, бот фановый, ничего серьезного не делает.",0
"Результат занимает 4 позиции, выравнивается по правому краю, слева заполняется 0",0
"Блин, точно. Но мне удобнее проверить через EXIST. Чтобы функцию не переписывать.",0
"Не возьмут. Просто галочки ""Я прошла курс"" конечно мало. Жизнь должна покидать, потеребонькать. Вон Валеру как побросало, 27 лет а уже огромный и седой, сок мегалитрами потребляет - всё это от нервов",1
"Лучше спроси, сколько времени, которое я мог бы тратить на сидение дома, кофе и все такое, я трачу на работу",1
"а какой этап построения дерева зависит от рандома, кстати?",1
"Запусти чтобы он слушал 0.0.0.0, а с другого подключайся по ip",0
"будь по твоему, мне плевать, на мнение тех, кто меня знать не знает",1
"Насчет 90% пользующихся apple pay - это вопрос 3 лет, в рф. Сейчас уже у каждого таксиста смартфон, у всех подростков. Не надо недооценивать проникновение смартфонизации)) Вы давно кнопочный телефон видели? \nРегистрация официальная - это тоже уже везде. Если ты стационарный бизнес, у тебя есть эквайринг почти всегда уже. С тем же nfs.",0
"а зачем квадратные скобки, если только одна буква внутри?\n>>> re.findall(r'\\bc\\w+', 'this is a scary text about cucumbers and customers.')\n['cucumbers', 'customers']",0
я не въезжаю во входные данные и описание созвездий,0
ну тут двояко да)\nпотому я бы 4 а не 8 рабоитала часов\nчтобы остальные 4 часа на личный проект),1
"получается, что все твои экнодеры на этом всё зашумят",1
"LSTM обычно решает обратную задачу. вот есть сейнер, есть его временной ряд, предсказываем что будет дальше",1
"def clamp_str(text):\n    allowed = ""abcABC""\n    new_str = ''\n    for symbol in text:\n        if symbol in allowed:\n            new_str+=symbol\n    return new_str\n\nВот это вернет ту же строку, но только символы из allowed",0
"сейчас эта безумная эпоха дискретной физики, теория просачивания, подпространство!.. себя не будет. в том числе за зерноедок и птиц.– скляров, слушайте приказ.",1
"Спасибо, а как тогда кроссплатформенность обеспечивается? Код окомпилироваг под разные платформы и pipinstall понимает какой код юзать?",0
отсутствие этой галочки означает отсутствие фар на автомобиле чтоли? ) как-то не очень внимательно пункты формировали,1
"import csv\nfrom lxml import etree\n\nroot = etree.Element('root')\nwith open(""1.csv"") as f:\n    for x in csv.DictReader(f):\n        c = etree.Element(""child"")\n        for k,v in x.items():\n            c.set(k.strip(),v)\n        root.append(c)\n\nprint(etree.tostring(root, pretty_print=True).decode(""utf-8""))\nс тебя 100 баксов",0
"ну тогда как выше предложили выявлять по логам и банить. Но whitelist размеров, если это приемлемо, выглядит более надежным вариантом",0
никаких. из компромиссных вариантов PyQt \\ PySide2 + Qt Designer,0
"говорят все на мази, там есть только один человек который все тормозит, но от него вроде избавились",1
"ну я вчера у знакомой взял график по диспансеризации там так написано год рождения, пол + - (в этом проходит или нет)",1
