,text,label,label_name,len,clean_text
3973,"Он тоже был уверен, что не смогут, как и ты в 1%",1,DS chat,12,уверенный смочь 1
3974,"Ну пусть будет ""проговорился"". Хотите вытаскивать что-то из ID - тащите из ID :)",1,DS chat,14,пусть проговориться хотеть вытаскивать id тащить id
3975,"Есть, но включается он редко. А в языке, на котором uwsgi, тоже нет сборки мусора",0,Python chat,15,включаться редко язык который uwsgi сборка мусор
3976,"ну это не проблема языка, а проблема твоей привычки опять же",1,DS chat,11,это проблема язык проблема твоей привычка
3977,"На ТЕДе есть еще знаменитый про то, что современное образование убивает личность. Мол, не нужны вам все эти. Вообще засада получается)) 😂",1,DS chat,22,тед знаменитый современный образование убивать личность мол нужный вообще засада получаться
3978,берешь свое решение - и отправляешь. в чем проблема?,1,DS chat,9,брать свой решение отправлять проблема
3979,"квадратный корень - нет эффекта, логарифм ухудшает паблик и трейн, кубический помогает, но на копейки. не поленился, попробовал ) корень пробовал во время финала",1,DS chat,24,квадратный корень эффект логарифм ухудшать паблик треин кубическия помогать копеик полениться попробовать корень пробовать время финал
3980,"нет, это как если бы вот тут её на газон поставили\nhttps://cdn.fishki.net/upload/post/2017/03/08/2236621/gallery/tn/007.jpg",1,DS chat,11,это газон поставилисайт
3981,"хм... ну с девушками понятно, но зачем ты поднимал парней?",1,DS chat,10,хм девушка понятно поднимать парнея
3982,Дай человеку ответ - и он будет сыт один день. Дай человеку гугл - и он будет сыт вечно!,1,DS chat,19,дая человек ответ сытый день дая человек гугл сытый вечно
3983,эм.. т.е. ты хочешь собрать стейдж в мультистейдж image из переменной?,0,Python chat,11,эм так быть хотеть собрать стеидж мультистеидж image переменной
3984,"Это для тех у кого многопоточное приложение, а у нас питон",0,Python chat,11,это тот кто многопоточный приложение питон
3985,"Какая разница, что скажут другие. Интересно — изучай. Нет — ищи то, что будет увлекать именно тебя. Не ориентируйся в этих вопросах на чужое мнение каких-то случайных по отношению к тебе людей.",0,Python chat,32,разница сказать другой интересно изучай искать увлекать именно ориентируися этот вопрос чужое мнение какой случаин отношение ты людея
3986,50к в месяц это очень неплохое жильё в Москве-то,1,DS chat,9,50к месяц это очень неплохой жильё москва
3987,"Видно, везде по разному лежать могут, и некрасиво, если на разных платформах одинаковый объект даст разный хэш",0,Python chat,17,видно везде разный лежать мочь некрасиво разный платформа одинаковыя обьект дать разный хэш
3988,"Сделал. Всё то же, ModuleNotFoundError: No module named 'django':(",0,Python chat,9,сделать modulenotfounderror no module named django
3989,У меня на авито открытый жупайтер ноутбук сейчас 33 ГБ забрал. Валидация долгая. Это я ещё картинки не трогал.,1,DS chat,19,авить открытый жупаитереть ноутбук сеичас 33 гб забрать валидация долгий это картинка трогать
3990,"Не лезь в это дело. Отличный совет дам, который не давали мне. Каждый месяц по 30% с доходов, вкладывай в портфель, часть депозит, часть Акции компаний, и мааааленьая часть в крипту и не важно в какую, в топ10.",0,Python chat,38,лезть это дело отличный совет дать который давать каждый месяц 30 доход вкладывай портфель часть депозит часть акция компания мааааленьий часть крипта важно какой топ10
3991,"Нет, дело не в этом. Всё работает как надо. Почему-то даже дебагер не показывает, что мы туда попадаем. Хотя в тупую с помощью принтов удалось в этом убедиться.",0,Python chat,28,дело работать почему дебагер показывать туда попадать хотя тупой помощь принт удаться убедиться
3992,"не, ни черта не легко. он вот scSE на керасе сделал, а мы чет зафейлили",1,DS chat,15,черта легко scse кераса сделать чета зафеилили
3993,"а, ну это норм, да, молчу тогда про 6s",1,DS chat,9,это норма молчать 6s
3994,"не уверен что эта етма для чата по питону, хочешь разобраться как работает ОС?",0,Python chat,14,уверенный этот етм чат питон хотеть разобраться работать ос
3995,"это может быть случайностью, просто потому что она не будет  знать что это плохо... или может она решит что это будет благо в долгосрочной перспективе?",1,DS chat,26,это случаиность просто знать это плохо решить это благо долгосрочноить перспектива
3996,"Окай, как тогда работают в ситуации ""есть дерево наследований глубиной более трёх и нужно передать настройку в самый низ"". В плюсах я бы дёрнул синглтон опций за метод и забрал себе нужную настройку. а здесь как, через конструкторы вглубь передавать?",0,Python chat,40,окай работать ситуация дерево наследование глубиной три нужно передать настроик самый низ плюс дёрнуть синглтон опция метод забрать нужный настроик конструктор вглубь передавать
3997,"это как надо было @mort1do писать в ODS, что бы его не молотили",1,DS chat,13,это пользователь писать ods молотить
3998,"если бы ты был из москвы, запрягли бы тебя",1,DS chat,9,москва запрячь
3999,У меня бара нет ;( просто 0% все время,1,DS chat,9,бар просто 0 время
4000,"Вау! Только сейчас заметил, что наш славный чатик спонсорит жетбрейнс",0,Python chat,10,вау сеичас заметить наш славный чатик спонсорит жетбреинс
4001,"на РНР не надо импортить, он сам за тебя всё делает",1,DS chat,11,рнр импортить делать
4002,"недостижим. Если ты юзаешь функцию в каком-то объекте, ты не сможешь два экземпляра объекта заставить юзать разные функции",0,Python chat,18,недостижимый юзаесть функция какой обьект смочь экземпляр обьект заставить юзать разный функция
4003,"https://python-scripts.com/no-lambda\n\nПрочитал вот эту статью и обдумал.\nТут вроде всё складно изложено на этот счёт.\n\nНет, лямбды не табу, но они однозначно дают лапшу, как побочку от своей компактности и анонимности.",0,Python chat,28,сайт статья обдумать вроде складно изложить счёт лямбда табу однозначно давать лапша побочка своей компактность анонимность
4004,"На всякий случай напомню, что посыл у вас изначально был такой: ""Я хочу сказать, что уровни выше 4-го почти никогда не соответствуют реальности, а остальные соответствуют только в самых простых случаях. VLAN, EoIP, MPLS сразу ее ломает.""",0,Python chat,37,всякия случай напомнить посыл изначально такой хотеть сказать уровень выше 4 го соответствовать реальность остальной соответствовать самый простой случай vlan eoip mpls сразу ломать
4005,"Ъ-шность, если брать, то брать как я понимаю 18-ую, не меньше",0,Python chat,11,ь шность брать брать понимать 18 ую маленький
4006,"я отсортировал по CONTACT_DATE\nвзял первые 90, на том что правее обучился\nпотом взял вторые 90, на том что правее обучился\nитд \nи вот так вот бросает",1,DS chat,24,отсортировать contact dateвзять первый 90 правый обучилсяпот взять второй 90 правый обучилсяитд бросать
4007,"лично мне понравился django , там всё из коробки , и очень документировано , очень хорошо всё гуглиться , на django есть библиотека django-allauth ,  которая позволяет из коробки регистрироваться и авторизовываться с помощью большинства известных сервисов , и сама умеет на почту отправлять подтверждения",0,Python chat,46,лично понравиться django коробка очень документировать очень гуглиться django библиотека django allauth который позволять коробка регистрироваться авторизовываться помощь большинство известный сервис сам уметь почта отправлять подтверждение
4008,"а ты сразу фолды сохраняешь? а если потом хочется фич добросить, то что?",1,DS chat,13,сразу фолд сохранять хотеться фича добросить
4009,что то для программиста ты много времени тут проводишь.....,1,DS chat,9,программист время проводить
4010,"Ну вот и я про тоже. У тебя могут быть какие-то особенности конфигурации веб-сервера для определенного приложения. И изменение этой конфигурации вообще не должно влиять на балансер. Поэтому и надо держать для приложений свои инстансы веб-серверов, которые можно рестартить/релоадить одновременно и атомарно с самим приложением",0,Python chat,45,мочь какой особенность конфигурация веб сервер определённый приложение изменение этой конфигурация вообще должный влиять балансёр поэтому держать приложение свой инстанс веб сервер который рестартить релоадить одновременно атомарный сам приложение
4011,"засчет того, что создается отдельная сущность, а треды делят память одного процесса",0,Python chat,12,засчёт создаваться отдельный сущность тред делить память один процесс
4012,"Как будто пайчарм интерпретирует код, а не просто вызывает питон",0,Python chat,10,паичарм интерпретировать код просто вызывать питон
4013,"Дак он не нужен. В питоне все фолсе что: """", 0, Null, False",0,Python chat,13,дак нужный питон фолс 0 null false
4014,У нас получение квоты проходило за три часа примерно,1,DS chat,9,получение квота проходить час примерно
4015,Если Print отдельно писать то он не найдет значения которое функция выводит?,0,Python chat,12,print отдельно писать наидти значение который функция выводить
4016,"Админки есть готовые\nИ в этом и прикол фласка, он минималистичный и ты сам ставишь, что надо\nА джанго это большая монолитная штука",0,Python chat,21,админк готовыей прикол фласка минималистичный ставить надоа джанго это больший монолитный штука
4017,"гавкает бестолковая псина или мелкая или невоспитанная, нормальная собака не будет просто так гавкать",1,DS chat,14,гавкать бестолковый псиный мелкий невоспитанный нормальный собака просто гавкать
4018,Ну про интерфейс работы с базой я согласен. Но он ведь может быть и в приложении,0,Python chat,16,интерфеис работа базоя согласный приложение
4019,"да не, какую-то никому не нужную прогу на плюсах",0,Python chat,9,какой никто нужный прога плюс
4020,"А он и не должен наследоваться, мне нужно передать класс  Privileges как екземпляр в роле атрибута для класса Admin",0,Python chat,20,должный наследоваться нужно передать класс privileges екземпляр рол атрибут класс admin
4021,"когда приходишь домой, а в чатике 300+ новых сообщений - трудно вычитывать граали, особенно если их за это время удалили)",1,DS chat,20,приходить домои чатик 300 новый сообщение трудно вычитывать грааль особенно это время удалить
4022,"Ну значит оно работает похоже, просто не так как ты ожидаешь",0,Python chat,11,значит оно работать похоже просто ожидать
4023,Равнодушным он никого не оставляет) это тоже - характеристика,1,DS chat,9,равнодушный никто оставлять это характеристика
4024,"Egor Не удивительно,что про спектр сразу все понятно не стало. Есть целая спектральная теория операторов. Если есть желание погрузиться, ищите литературу.",1,DS chat,21,egor удивительно спектр сразу понятно стать целый спектральный теория оператор желание погрузиться искать литература
4025,Ну за год я получила опыт работы на фрилансе и прошла фигову кучу курсов по программированию и мл.,1,DS chat,18,год получить опыт работа фриланс пройти фигов куча курс программирование мл
4026,"Я сейчас не вспомню точно, это больше года назад было",0,Python chat,10,сеичас вспомнить точно это год назад
4027,ну как бы метод терморектального криптоанализа тоже никто не отменял,0,Python chat,10,метод терморектальный криптоанализ никто отменять
4028,"Ай, точно. Что это я. Только если 300 р в минуту😂",0,Python chat,11,аи точно это 300 р минута
4029,"не понимаю, почему говорят, что ответ на задачу 5.1 неверен...  код тут: https://pastebin.com/gQp0BLmY\nможете подсказать, где я ошибаюсь?",0,Python chat,18,понимать почему говорить ответ задача 5 1 неверный код сайт подсказать ошибаться
4030,"Пермутейшенс даст тебе повторы 1,0,1, например, я думал уникальность = без повторов. Оказалось, суть не в этом.",0,Python chat,17,пермутеишенс дать ты повтор 1 0 1 например думать уникальность повтор оказаться быть
4031,теперь понятно зачем ты 18 часов ехал в Иваново 😂,1,DS chat,10,понятно 18 час ехать иваново
4032,Оно там вроде еще умеет на андрод пилить приложухи,0,Python chat,9,оно вроде уметь андрод пилить приложух
4033,"ну боты есть, которые варнинги дают, за третий — ридонли",0,Python chat,10,бот который варнинга давать третие ридонли
4034,не только лишь все смогут прочитать датасет. Разворачивай Хадуп),1,DS chat,9,лишь смочь прочитать датасет разворачивай хадуп
4035,"А почему я должен довольствоваться комьюнити, если могу не?",0,Python chat,9,почему должный довольствоваться комьюнити мочь
4036,"На ней 3.5 миллиарда устройств работает, конечно на ней с этим всем заебись",0,Python chat,13,нея 3 5 миллиард устроиство работать нея это весь заебись
4037,"а зачем квадратные скобки, если только одна буква внутри?\n>>> re.findall(r'\\bc\\w+', 'this is a scary text about cucumbers and customers.')\n['cucumbers', 'customers']",0,Python chat,20,квадратный скобка один буква внутри re findall r bc w this is a scary text about cucumbers and customers cucumbers customers
4038,"ну хз, лично я умный, за других не скажу",1,DS chat,9,хз лично умный другой сказать
4039,"чем ниже чем лучше, я учусь, мне нужно чтобы я понимал каждую деталь, и чтобы все работало профессионально",0,Python chat,18,ниже учиться нужно понимать каждый деталь работать профессионально
4040,"Если в ролике делается проект и человек проходит через все стадии, это удобнее, чем книга, где синтаксис дан",0,Python chat,18,ролик делаться проект человек проходить стадия это удобный книга синтаксис дать
4041,"да так и делаю, по CV красота, по ЛБ - нет",1,DS chat,11,делать cv красота лб
4042,"роди что нибудь совсем альтернативное, неведому зверушку, это будет идеологически верно, отправлять подобное это скучно",1,DS chat,15,родя альтернативный неведомо зверушка это идеологически верно отправлять подобный это скучно
4043,"Исходя из анализа появления богатых людей, чтобы ""купить Ламбу"", нужно не создавать продукт, а продавать. Т.е. не работать программистом, а что-то выгодно реализовывать.",0,Python chat,23,исходить анализ появление богатый людея купить ламб нужно создавать продукт продавать так быть работать программист выгодно реализовывать
4044,"а как изменится предикт gbm, если срезать первый базовый алго?)",1,DS chat,10,измениться предикт gbm срезать первыя базовыя алго
4045,если он полезный и практичный то его используют на практике,1,DS chat,10,полезный практичный использовать практика
4046,"странно, что они его с 5 до 18 подняли все-таки)",1,DS chat,10,странно 5 18 поднять таки
4047,"приделать таймаут не вопрос, далее сама задача стала спортивным интересом\nвдруг мне влом будет приделывать таймаут",0,Python chat,15,приделать таимаут вопрос далее сам задача стать спортивный интересомвдруг влом приделывать таимаут
4048,"что меня бесит в питоне, уже отвык ретюрны писать",0,Python chat,9,бесить питон отвыкнуть ретюрный писать
4049,def foo(var: int)  если в foo закинут не инт mypy предупредит,0,Python chat,12,def foo var int foo закинуть инт mypy предупредить
4050,"это ж не питон. и не видео.\nвангую что вот это https://pypi.org/project/opencv-python/\nлибо через pip в virtualenv, либо установщик виндовый ищи или как оно там ставится",0,Python chat,24,это питон видео вангуй это сайт pip virtualenv либо установщик виндовыя искать оно ставиться
4051,упаковать слова в строку можно\nпрост иначе получается что первая строка не строка а набор строк,0,Python chat,15,упаковать слово строка можнопростой иначе получаться первый строка строка набор строка
4052,"Но мы как-то не одобряем воров, мм? Потому что они вредят экономике, пнятненько?",0,Python chat,13,одобрять вор мм вредить экономика пнятненький
4053,У народа получается ) у нас тоже получилось на авито и частично в porto-seguro,1,DS chat,14,народ получаться получиться авить частично porto seguro
4054,Увидел в столовке Воронцова. Специально сел поближе. Граалей не услышал.,1,DS chat,10,увидеть столовка воронцов специально сесть близкий граалей услышать
4055,"- создание нон-рут пользователя это просто правило хорошего тона\n\n- т.к пароля от рут пользователя нет - брут, который я сегодня заметил будет продолжаться, но безрезультатно\n\nя всё правильно понял?",0,Python chat,28,создание нона рута пользователь это просто правило хороший тон так пароль рута пользователь брут который сегодня заметить продолжаться безрезультатноить правильно понять
4056,"условие выхода бы добавить — типа while n < 10 вместо while True, например",0,Python chat,14,условие выход добавить тип while n 10 вместо while true например
4057,Искать особо не нужно - на одной из главных улиц - Пушкинской,1,DS chat,12,искать особо нужно одной главный улица пушкинской
4058,"Допустим, база твоя отдает некий контент, который отображается пользователю. Допустим, ты на своем дев тазу задетектил пять секунд на отдачу. Много это или мало? Какие гарантии ты можешь дать, что будет быстрее в разы на проде?",0,Python chat,36,допустить база твой отдавать некия контент который отображаться пользователь допустить свой дева таз задетектил пять секунда отдача это мало какой гарантия мочь дать быстрый раз продя
4059,"не, мне правда всё равно и с самого начала было все равно",1,DS chat,12,правда равно сам начало равно
4060,Кстати идея на поверхности. Сколько раз об этом думал очередной раз убылтывая на свиданку :),1,DS chat,15,кстати идея поверхность сколько думать очередноить убылтывать свиданка
4061,"я почему то думаю , что там все уязвимости эксплуатируются через сеть",0,Python chat,12,почему думать уязвимость эксплуатироваться сеть
4062,"еще раз то что тебе показал @aragaer применять нельзя, это чревато проблемами.\n а так как у тебя мастер-процесс долгоживущий, то ты в них гарантированно вляпаешься.\nво-первых посылка сигнала потоку не завершит его, если ты пошлешь SIGTERM или SIGKILL это грохнет весь процесс.",0,Python chat,41,ты показать пользователь применять это чреватый проблема мастер процесс долгоживущие гарантированно вляпаться первый посылка сигнал поток завершить послать sigterm sigkill это грохнуть весь процесс
4063,"Спасибо, а есть гдеть примеры/ноутбуки где хоть часть из этого разбирается?",1,DS chat,11,спасибо гдеть пример ноутбук часть разбираться
4064,"ну я говорил как-то, им не понравилась в какой-то момент моя виртуальная карта и они стали меня прессовать, чтобы по факсу выслал им пакет документов, включая счета за электричество для подтверждения адреса. я долго общался с индусской поддержкой, но в итоге забил. регистрация с другой картой приводит к тому же итогу.",1,DS chat,51,говорить понравиться какой момент виртуальный карта стать прессовать факс выслать пакет документ включая счёт электричество подтверждение адрес долго общаться индусской поддержкой итог забить регистрация другой картой приводить тот итог
4065,"То есть если вылезла в топ, то модель нестабильна?",1,DS chat,9,вылезти топ модель нестабильный
4066,"Дык я ж писал, я норм так упоролся с данными сот - не зашло, хотя идей было много",1,DS chat,18,дык писать норма упороться данные сотня зайти хотя идея
4067,Я бы на твоём месте немного приберег силы и расслабился,0,Python chat,10,твой место немного приберечь сила расслабиться
4068,"Формула ни о чем не говорит. \nЕсть рейтинг ЭЛО, к которому все привыкли: шахматы, codeforces (правда для команд там свои костыли), topcoder, raic",1,DS chat,23,формула говорить реитинг эло который привыкнуть шахматы codeforces правда команда свой костыль topcoder raic
4069,"ну ты не торопись. скажешь мейлу, что вторую половину отдашь за макбук )",1,DS chat,13,торопиться сказать меил второй половина отдать макбук
4070,"Ну его же надо открыть как файл и потом с ним работать, а потом закрыть.\n\nТы представь программу, которая пишет в уже открытый чужоё файл...",0,Python chat,24,открыть фаил работать закрыть представить программа который писать открытый чужое фаил
4071,"Зачем писать сообщение с логином тем, кому не дало ро?",0,Python chat,10,писать сообщение логин кто дать ро
4072,"а у меня скрипт не просто все время висит, а выполняется по крону, куда я могу запомнить",0,Python chat,17,скрипт просто время висеть выполняться крон мочь запомнить
4073,"Ну допустим я индесирую документы в эластик и хочу делать это bulk'ами, но в тоже время чтобы латенси индексации было приелемым хочу ограничить время ожидания накопления bulk'а",0,Python chat,27,допустить индесирый документ эластик хотеть делать это bulk ами время латенсь индексация приелемый хотеть ограничить время ожидание накопление bulk
4074,"да вроде бы в процессе поиска решения итак думать придется. Конечно, не включая сюда копипаст",0,Python chat,15,вроде процесс поиск решение итак думать прийтись включая сюда копипаста
4075,"а на постоянный бинд его не повесить, чтобы чуть что сразу говорил?:) я с ботами не разбирался, не знаю как и что там устроено",1,DS chat,24,постоянный бинд повесить сразу говорить бот разбираться знать устроить
4076,"Ну если каждая функция будет начинаться с if isinstance(arg, type1), лучше это никому не сделает",0,Python chat,15,каждый функция начинаться if isinstance arg type1 это никто сделать
4077,он уже давно меру потерял( по 2 часа обзоры пилит,1,DS chat,10,давно мера потерять 2 час обзор пилить
4078,"Ты уверен, что в его детство было можно в облаке?",0,Python chat,10,уверенный детство облако
4079,"задачи третьего дня красиво решаются через шейпли, но... шейпли не даёт добавить в полигон мета с именем заказа... грусть",0,Python chat,19,задача третий день красиво решаться шеипать шеипать давать добавить полигон мета имя заказ грусть
4080,"у меня такая идея была, там же важен контекст",1,DS chat,9,такой идея важный контекст
4081,"В этом видео Олег использует цикл и 'List Comprehension', а не генератор. Есть генераторы списков (что в видео), есть функция-генератор (что использовалось выше) - это абсолютно разные вещи.",0,Python chat,28,видео олег использовать цикл list comprehension генератор генератор список видео функция генератор использоваться выше это абсолютно разный вещь
4082,"классный показатель быстродействия и точности библиотеки. Это к Дани. Он прояснит, что тут и как :)",1,DS chat,16,классный показатель быстродеиствие точность библиотека это дань прояснить
4083,То что для билдинга полиномов уже есть готовое ~.~,0,Python chat,9,билдинга полином готовый
4084,ахаха в газпром идет за 50к рублей в мес,1,DS chat,9,ахах газпром идти 50к рублей мес
4085,"от тюрьми и от сумы не зарекайся, умник 😌",1,DS chat,9,тюрьмить сума зарекаися умник
4086,"Ещё раз. Это спортивное программирование, а не упражнение в красивости кода. Во многом потому, что красивость кода трудно объективно оценить.",0,Python chat,20,это спортивный программирование упражнение красивость код многое красивость код трудно обьективный оценить
4087,"аа, типа это может быть что угодно из этих вариантов вообще?",0,Python chat,11,аа тип это угодный этот вариант вообще
4088,Удваиваю.\nВечером ставлю на ночь вычисляться. Утром смотрю на результаты,1,DS chat,9,удваивать вечером ставить ночь вычисляться утром смотреть результат
4089,"временно сохранять выбранные варианты в базе данных, и при нажатии инлайн кнопки send отправить все варинаты вместе, и очистить бд?",0,Python chat,20,временно сохранять выбрать вариант база данные нажатие инлаин кнопка send отправить варинат вместе очистить бд
4090,"На самом деле, по скорости разницы не будет (в пределах погрешности измерений), просто более явный код",0,Python chat,16,сам дело скорость разница предел погрешность измерение просто явный код
4091,"не надо намордник,–. моя жизнь после того как не знаю как вас,!",1,DS chat,12,намордник жизнь знать
4092,"Я обычно куда-нибудь на гитхаб делаю пуш, оттуда деплой на хероку",0,Python chat,11,обычно гитхаб делать пуш оттуда деплоить херок
4093,"Не, вообще не обьясняли... Обычно было типа ""вот пример, вот формула, считай""",0,Python chat,12,вообще обьяснять обычно тип пример формула считая
4094,"вообще на такое надо решиться, обычно девачки очень от всего такого впечатляются негативно",1,DS chat,13,вообще такой решиться обычно девачка очень такой впечатляться негативно
4095,желание изучить фреймворк вместо языка ничем хорошим не заканчивается.,0,Python chat,9,желание изучить фреимворк вместо язык ничто хороший заканчиваться
4096,"но вот же Сергей сделал асинхронно, но прироста не случилось\n""Нужно подумать, как постоянно добавлять новые задачи в евентлуп, не дожидаясь выполнения текущих, а выполненные  обрабатывать.""\nэто звучит очень сложно для простой задачи получать текст странички",0,Python chat,35,сергей сделать асинхронный прирост случиться нужно подумать постоянно добавлять новый задача евентлупа дожидаться выполнение текущий выполнить обрабатывать это звучать очень сложно простой задача получать текст страничка
4097,"не получается в тг правильно написать , но вот так вот должно быть?",0,Python chat,13,получаться тг правильно написать должный
4098,В чем прикол макбуков вообще \nДаж плашку памяти не вставить,1,DS chat,10,прикол макбук вообще даж плашка память вставить
4099,"если ты пишешь на си, то можешь забыть про него",0,Python chat,10,писать си мочь забыть
4100,"уточняет у организаторов про налоги, и выплату приза попутно",1,DS chat,9,уточнять организатор налог выплата приз попутно
4101,"А, или ты про то, что без бывших сотрудников всё разваливается?",0,Python chat,11,бывший сотрудник разваливаться
4102,"Можно не писать dict-подобный класс, а просто унаследоваться от dict",0,Python chat,10,писать dict подобный класс просто унаследоваться dict
4103,Ну мне за инвайт в свою же тиму пришло $125,0,Python chat,10,инваит тим прийти 125
4104,кто-то не видит разницу между kernel и подразумеваемым из контекста Ansible Core,0,Python chat,12,видеть разница kernel подразумевать контекст ansible core
4105,"Стоп, я так понял, это не дорисовывание кода на фотку, а реальные снимки через какую-то вебку?",0,Python chat,16,стоп понять это дорисовывание код фотка реальный снимок какой вебок
4106,"я смотрел код страницы через браузер, от туда копировал",0,Python chat,9,смотреть код страница браузер туда копировать
4107,чет я не понимаю. там совсем бесплатно и больше 2 ядер?,1,DS chat,11,чета понимать бесплатно 2 ядро
4108,"Серьезно?\nТы считаешь, что сейчас делают только узкоспециализированные переводчики?\nДа тот же Гугл.транслейт уже с огромной базой. Обычай сколько хочешь.",1,DS chat,18,серьёзно считать сеичас делать узкоспециализированный переводчик гугл транслеить огромной базоя обычай сколько хотеть
4109,а почему тут и в дркгом примере fit не надо ничему приравнивать?,1,DS chat,12,почему дркг пример fit ничто приравнивать
4110,это я думаю тебе спрашивать надо в Пыхыпы чате,0,Python chat,9,это думать ты спрашивать пыхып чат
4111,"держать зомби процесс - имха не лучшая идея, периодические таски лучше реализовывать средствами ОС",0,Python chat,14,держать зомби процесс имох хороший идея периодический таска реализовывать средство ос
4112,"wine - не wm, мат часть даже не знаешь",0,Python chat,9,wine wm мат часть знать
4113,Обращение через запросы или модели? Может упростить до sqlite?,0,Python chat,9,обращение запрос модель упростить sqlite
